time,x,y,yaw,vx,vy,yaw_rate,lat_accel_g,FL,FR,RL,RR
3.05,110.253,0,0,24.0578,0,0,0,4472.92,4472.92,368.869,368.869
3.06,110.493,0,0,23.9844,0,0,0,2593.06,2593.06,2241.43,2241.43
3.07,110.732,0,0,23.8043,0,0,0,4465.65,4465.65,356.706,356.706
3.08,110.969,0,0,23.6035,0,0,0,4462.58,4462.58,344.518,344.518
3.09,111.203,0,0,23.4034,0,0,0,4459.62,4459.62,332.418,332.418
3.1,111.437,0,0,23.3288,0,0,0,2579.84,2579.84,2205.05,2205.05
3.11,111.67,0,0,23.1922,0,0,0,4452.29,4452.29,323.986,323.986
3.12,111.9,0,0,22.9936,0,0,0,4449.52,4449.52,312.061,312.061
3.13,112.129,0,0,22.7958,0,0,0,4446.85,4446.85,300.22,300.22
3.14,112.356,0,0,22.6592,0,0,0,2567.81,2567.81,2167.84,2167.84
3.15,112.583,0,0,22.6042,0,0,0,4439.48,4439.48,293.654,293.654
3.16,112.808,0,0,22.4078,0,0,0,4436.99,4436.99,281.977,281.977
3.17,113.031,0,0,22.212,0,0,0,4434.6,4434.6,270.38,270.38
3.18,113.252,0,0,22.0169,0,0,0,4432.29,4432.29,258.864,258.864
